"location","date","total_cases","new_cases","total_deaths","new_deaths","new_tests","total_tests","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","new_vaccinations","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","hospital_beds_per_thousand","life_expectancy","human_development_index","stringency_index"
"Poland",45,1614446,9074,41582,274,53559,9098024,0.142,7,"people tested",2556999,1691115,865884,172205,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,71.3
"Poland",46,1623218,8772,41823,241,49069,9147093,0.15,6.7,"people tested",2660776,1743841,916935,103777,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,71.3
"Poland",47,1631727,8509,42077,254,50035,9197128,0.156,6.4,"people tested",2697815,1772133,925682,37039,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,71.3
"Poland",48,1638767,7040,42171,94,37055,9234183,0.16,6.3,"people tested",2715159,1785194,929965,17344,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,71.3
"Poland",49,1642658,3891,42188,17,24708,9258891,0.163,6.1,"people tested",2759436,1824654,934782,44277,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73,0.88,71.3
"Portugal",13,549801,10385,8861,152,31199,6454481,0.179,5.6,"tests performed",121300,120139,1161,1168,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,65.74
"Portugal",14,556503,6702,9028,167,53176,6507657,0.179,5.6,"tests performed",124704,122879,1825,3404,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,65.74
"Portugal",15,566958,10455,9246,218,72022,6579679,0.181,5.5,"tests performed",148434,138991,9443,23730,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,65.74
"Portugal",16,581605,14647,9465,219,75516,6655195,0.184,5.4,"tests performed",177367,158749,18618,28933,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,69.44
"Portugal",17,595149,13544,9686,221,70689,6725884,0.186,5.4,"tests performed",210471,186879,23592,33104,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,69.44
"Portugal",18,609136,13987,9920,234,76965,6802849,0.188,5.3,"tests performed",236730,210734,25996,26259,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",19,624469,15333,10194,274,63000,6865849,0.192,5.2,"tests performed",251524,221488,30036,14794,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",20,636190,11721,10469,275,38321,6904170,0.192,5.2,"tests performed",255699,225146,30553,4175,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",26,711018,12435,12179,293,51488,7295017,0.202,5,"tests performed",330233,264772,65461,14496,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",27,720516,9498,12482,303,25597,7320614,0.202,4.9,"tests performed",336771,268386,68385,6538,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",28,726321,5805,12757,275,47366,7367980,0.204,4.9,"tests performed",338566,269814,68752,1795,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",29,731861,5540,13017,260,57990,7425970,0.199,5,"tests performed",342119,271424,70695,3553,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",30,740944,9083,13257,240,53398,7479368,0.193,5.2,"tests performed",350945,275093,75852,8826,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",31,748858,7914,13482,225,50367,7529735,0.179,5.6,"tests performed",364211,279236,84975,13266,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",32,755774,6916,13740,258,49625,7579360,0.17,5.9,"tests performed",379378,284462,94916,15167,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",33,761906,6132,13954,214,30350,7609710,0.162,6.2,"tests performed",394088,290302,103786,14710,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",34,765414,3508,14158,204,15085,7624795,0.148,6.8,"tests performed",395904,291378,104526,1816,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",35,767919,2505,14354,196,34915,7659710,0.143,7,"tests performed",396371,291758,104613,467,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",36,770502,2583,14557,203,38687,7698397,0.142,7.1,"tests performed",400190,294135,106055,3819,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",37,774889,4387,14718,161,37613,7736010,0.132,7.6,"tests performed",415283,298724,116559,15093,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",38,778369,3480,14885,167,37336,7773346,0.121,8.3,"tests performed",436220,303142,133078,20937,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",39,781223,2854,15034,149,38735,7812081,0.109,9.1,"tests performed",468319,310715,157604,32099,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",40,784079,2856,15183,149,21456,7833537,0.099,10.1,"tests performed",505371,320677,184694,37052,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",41,785756,1677,15321,138,12100,7845637,0.092,10.9,"tests performed",523349,328819,194530,17978,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",42,787059,1303,15411,90,33114,7878751,0.087,11.4,"tests performed",529021,331321,197700,5672,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",43,788561,1502,15522,111,32052,7910803,0.085,11.8,"tests performed",539786,336500,203286,10765,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",44,790885,2324,15649,127,34333,7945136,0.076,13.1,"tests performed",556331,347013,209318,16545,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",45,792829,1944,15754,105,33952,7979088,0.07,14.2,"tests performed",578702,361431,217271,22371,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",46,794769,1940,15821,67,33835,8012923,0.067,14.8,"tests performed",618636,388661,229975,39934,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",47,796339,1570,15897,76,21841,8034764,0.061,16.4,"tests performed",656411,413482,242929,37775,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",48,797525,1186,15962,65,10853,8045617,0.059,17,"tests performed",675453,429020,246433,19042,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",49,798074,549,16023,61,31260,8076877,0.056,18,"tests performed",680257,432414,247843,4804,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",50,799106,1032,16086,63,31551,8108428,0.053,18.7,"tests performed",694297,444730,249567,14040,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",51,800586,1480,16136,50,31200,8139628,0.05,20,"tests performed",720717,468929,251788,26420,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",52,801746,1160,16185,49,30908,8170536,0.047,21.5,"tests performed",752317,497040,255277,31600,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",53,802773,1027,16243,58,32831,8203367,0.042,23.8,"tests performed",797005,538636,258369,44688,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",54,803844,1071,16276,33,20378,8223745,0.04,25.2,"tests performed",837887,574062,263825,40882,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",55,804562,718,16317,41,11434,8235179,0.037,26.9,"tests performed",861922,596812,265110,24035,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,87.96
"Portugal",56,804956,394,16351,34,26611,8261790,0.037,26.9,"tests performed",868951,603585,265366,7029,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",57,805647,691,16389,38,29700,8291490,0.036,28,"tests performed",885109,618393,266716,16158,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",58,806626,979,16430,41,28586,8320076,0.033,29.9,"tests performed",900831,632450,268381,15722,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Portugal",59,807456,830,16458,28,25697,8345773,0.033,30.7,"tests performed",929133,655719,273414,28302,10196707,112.371,46.2,21.502,14.924,27936.896,127.842,9.85,16.3,30,3.39,82.05,0.864,76.85
"Romania",15,697898,2745,17369,98,23060,5193417,0.145,6.9,"tests performed",270046,267425,2621,34807,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",16,700898,3000,17485,116,26783,5220200,0.137,7.3,"tests performed",308384,302571,5813,38338,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",17,703776,2878,17554,69,24552,5244752,0.134,7.5,"tests performed",348096,338253,9843,39712,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",18,706475,2699,17628,74,23712,5268464,0.131,7.6,"tests performed",385936,374682,11254,37840,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",21,712561,1551,17841,65,5921,5306711,0.128,7.8,"tests performed",484631,459568,25063,38346,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",22,715438,2877,17938,97,22197,5328908,0.129,7.7,"tests performed",528378,487712,40666,43747,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",23,718612,3174,18015,77,25692,5354600,0.132,7.6,"tests performed",570704,513430,57274,42326,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",24,721513,2901,18105,90,24847,5379447,0.132,7.6,"tests performed",609396,534347,75049,38692,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",25,724250,2737,18196,91,25946,5405393,0.13,7.7,"tests performed",647000,554925,92075,37604,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",26,726918,2668,18264,68,26669,5432062,0.12,8.3,"tests performed",672396,571092,101304,25396,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",27,728743,1825,18335,71,11675,5443737,0.124,8.1,"tests performed",691415,585219,106196,19019,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",28,730056,1313,18402,67,5801,5449538,0.122,8.2,"tests performed",721184,598136,123048,29769,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",29,732732,2676,18513,111,23287,5472825,0.12,8.3,"tests performed",748732,610384,138348,27548,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",30,735484,2752,18600,87,25550,5498375,0.117,8.5,"tests performed",772202,620177,152025,23470,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,76.85
"Romania",42,763294,1331,19445,79,5945,5725543,0.121,8.3,"tests performed",1151112,696944,454168,37137,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,62.96
"Romania",43,765970,2676,19526,81,23978,5749521,0.12,8.3,"tests performed",1197089,715749,481340,45977,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,62.96
"Romania",44,768785,2815,19588,62,27551,5777072,0.116,8.6,"tests performed",1240408,734929,505479,43319,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,62.96
"Romania",45,771843,3058,19659,71,27599,5804671,0.117,8.6,"tests performed",1280228,753753,526475,39820,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,62.96
"Romania",46,774555,2712,19738,79,26842,5831513,0.116,8.6,"tests performed",1318355,771240,547115,38127,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,62.96
"Romania",47,777276,2721,19795,57,30408,5861921,0.108,9.3,"tests performed",1351279,788508,562771,32924,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,62.96
"Romania",48,779695,2419,19847,52,12962,5874883,0.114,8.8,"tests performed",1379223,803098,576125,27944,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,73.15
"Romania",49,781329,1634,19894,47,6279,5881162,0.116,8.6,"tests performed",1409087,819447,589640,29864,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,73.15
"Romania",50,784711,3382,20013,119,23599,5904761,0.121,8.3,"tests performed",1438432,836860,601572,29345,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,73.15
"Romania",51,788048,3337,20086,73,56447,5961208,0.105,9.6,"tests performed",1466649,855097,611552,28217,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,73.15
"Romania",54,799164,3432,20287,54,23341,6009706,0.148,6.8,"tests performed",1521736,905142,616594,15704,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,73.15
"Romania",55,801994,2830,20350,63,12941,6022647,0.151,6.6,"tests performed",1532872,915761,617111,11136,19237682,85.129,43,17.85,11.69,23313.199,370.946,9.74,22.9,37.1,6.892,76.05,0.828,73.15
"Slovakia",14,224385,1060,3526,52,81432,4330317,0.067,14.9,"tests performed",72421,71839,582,8968,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",15,226294,1909,3637,111,106983,4437300,0.06,16.7,"tests performed",80372,79329,1043,7951,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",16,228778,2484,3737,100,123362,4560662,0.053,18.9,"tests performed",88254,86347,1907,7882,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",17,231242,2464,3801,64,228664,4789326,0.04,25,"tests performed",95573,93018,2555,7319,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",18,233027,1785,3894,93,258841,5048167,0.032,31.2,"tests performed",102343,99655,2688,6770,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",19,234571,1544,3965,71,774425,5822592,0.022,45.5,"tests performed",102619,99931,2688,276,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",20,236476,1905,4068,103,442261,6264853,0.019,52.6,"tests performed",102619,99931,2688,0,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",21,237027,551,4068,0,246659,6511512,0.017,58.8,"tests performed",111580,106599,4981,8961,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",22,238617,1590,4260,192,194507,6706019,0.016,62.5,"tests performed",118808,113571,5237,7228,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",23,241392,2775,4361,101,93474,6799493,0.016,62.5,"tests performed",125871,120362,5509,7063,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",24,243427,2035,4411,50,83983,6883476,0.017,58.8,"tests performed",135743,128712,7031,9872,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",25,246008,2581,4495,84,163386,7046862,0.018,55.6,"tests performed",147542,138177,9365,11799,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",26,248190,2182,4565,70,453769,7500631,0.02,50,"tests performed",148934,139566,9368,1392,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",27,249913,1723,4642,77,273099,7773730,0.022,45.5,"tests performed",149215,139679,9536,281,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",28,250357,444,4711,69,213613,7987343,0.023,43.5,"tests performed",160975,148530,12445,11760,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",29,252094,1737,4784,73,142829,8130172,0.024,41.7,"tests performed",173232,157342,15890,12257,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",30,254826,2732,4889,105,112571,8242743,0.024,41.7,"tests performed",184937,166717,18220,11705,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",31,256903,2077,4976,87,114876,8357619,0.025,40,"tests performed",199358,175587,23771,14421,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",32,259533,2630,5050,74,237840,8595459,0.024,41.7,"tests performed",214403,183967,30436,15045,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",33,261774,2241,5135,85,662126,9257585,0.021,47.6,"tests performed",217187,186055,31132,2784,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",34,263326,1552,5199,64,383384,9640969,0.021,47.6,"tests performed",217367,186235,31132,180,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,73.15
"Slovakia",35,264083,757,5271,72,303988,9944957,0.02,50,"tests performed",228648,193630,35018,11281,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",36,265807,1724,5382,111,193345,10138302,0.019,52.6,"tests performed",243507,200949,42558,14859,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",37,268986,3179,5502,120,144827,10283129,0.019,52.6,"tests performed",256568,207504,49064,13061,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",38,271473,2487,5629,127,146861,10429990,0.019,52.6,"tests performed",270358,214693,55665,13790,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",39,273904,2431,5733,104,304414,10734404,0.018,55.6,"tests performed",284446,222388,62058,14088,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",40,276234,2330,5812,79,668301,11402705,0.018,55.6,"tests performed",288899,226422,62477,4453,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",41,277682,1448,5885,73,341686,11744391,0.018,55.6,"tests performed",299707,237025,62682,10808,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",42,278254,572,5952,67,239500,11983891,0.018,55.6,"tests performed",313086,243607,69479,13379,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",43,279696,1442,6063,111,172705,12156596,0.018,55.6,"tests performed",324419,248592,75827,11333,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",44,282864,3168,6168,105,138898,12295494,0.018,55.6,"tests performed",336035,254150,81885,11616,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",45,285419,2555,6271,103,160238,12455732,0.018,55.6,"tests performed",347148,258666,88482,11113,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",46,287752,2333,6350,79,320241,12775973,0.018,55.6,"tests performed",360320,264994,95326,13172,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",47,290457,2705,6424,74,719666,13495639,0.018,55.6,"tests performed",367114,271505,95609,6794,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",48,292143,1686,6505,81,307234,13802873,0.018,55.6,"tests performed",373430,277821,95609,6316,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",49,292792,649,6577,72,231344,14034217,0.019,52.6,"tests performed",385794,283295,102499,12364,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",50,294790,1998,6671,94,175414,14209631,0.019,52.6,"tests performed",398542,289482,109060,12748,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",51,298337,3547,6775,104,148647,14358278,0.019,52.6,"tests performed",411626,295746,115880,13084,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",52,300775,2438,6859,84,169890,14528168,0.019,52.6,"tests performed",422707,298968,123739,11081,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",53,303420,2645,6966,107,335301,14863469,0.019,52.6,"tests performed",435691,302889,132802,12984,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",54,306268,2848,7075,109,742734,15606203,0.018,55.6,"tests performed",441967,308281,133686,6276,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",55,308083,1815,7189,114,330942,15937145,0.018,55.6,"tests performed",446896,313210,133686,4929,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovakia",56,308925,842,7270,81,234516,16171661,0.018,55.6,"tests performed",462033,319142,142891,15137,5459643,113.128,41.2,15.07,9.167,30155.152,287.959,7.29,23.1,37.7,5.82,77.54,0.86,71.3
"Slovenia",14,149424,299,3206,26,15568,953384,0.135,7.4,"tests performed",48428,48263,165,227,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,74.07
"Slovenia",15,151137,1713,3231,25,12605,965989,0.131,7.6,"tests performed",50599,48816,1783,2171,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,74.07
"Slovenia",16,152851,1714,3257,26,12395,978384,0.126,7.9,"tests performed",55152,49987,5165,4553,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,74.07
"Slovenia",17,154306,1455,3284,27,12241,990625,0.126,7.9,"tests performed",59803,51271,8532,4651,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,74.07
"Slovenia",18,155752,1446,3309,25,12817,1003442,0.123,8.1,"tests performed",61978,52477,9501,2175,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,74.07
"Slovenia",19,157293,1541,3329,20,3149,1006591,0.123,8.1,"tests performed",62691,52707,9984,713,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,68.52
"Slovenia",20,157830,537,3360,31,2901,1009492,0.121,8.3,"tests performed",62840,52723,10117,149,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,68.52
"Slovenia",21,158131,301,3379,19,39267,1048759,0.091,11,"tests performed",62847,52725,10122,7,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,68.52
"Slovenia",22,159812,1681,3406,27,16991,1065750,0.088,11.4,"tests performed",64639,52813,11826,1792,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,68.52
"Slovenia",23,161662,1850,3425,19,14571,1080321,0.087,11.5,"tests performed",69574,53086,16488,4935,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,68.52
"Slovenia",24,163235,1573,3448,23,13367,1093688,0.085,11.8,"tests performed",75547,53600,21947,5973,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,68.52
"Slovenia",25,164529,1294,3468,20,14080,1107768,0.082,12.2,"tests performed",80077,54163,25914,4530,2078932,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25,4.5,81.32,0.917,68.52
