"location","date","total_cases","new_cases","total_deaths","new_deaths","new_tests","total_tests","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","new_vaccinations","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","hospital_beds_per_thousand","life_expectancy","human_development_index","stringency_index"
"Albania",45,96838,1112,1617,17,3935,406318,0.3,3.3,"tests performed",3049,2438,611,1348,2877800,104.871,38,13.188,8.643,11803.431,304.195,10.08,7.1,51.2,2.89,78.57,0.795,60.19
"Argentina",17,1843077,11396,46355,139,41368,5043258,0.254,3.9,"people tested",265724,249372,16352,17791,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",18,1853830,10753,46575,220,39593,5082851,0.255,3.9,"people tested",279602,254456,25146,13878,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",19,1862192,8362,46737,162,28888,5111739,0.26,3.8,"people tested",288064,258876,29188,8462,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",20,1867223,5031,46827,90,20050,5131789,0.257,3.9,"people tested",292023,260036,31987,3959,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",21,1874801,7578,47034,207,39568,5171357,0.259,3.9,"people tested",292386,260122,32264,363,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",22,1885210,10409,47253,219,39256,5210613,0.26,3.8,"people tested",305880,266969,38911,13494,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",23,1896053,10843,47435,182,40629,5251242,0.258,3.9,"people tested",318033,272323,45710,12153,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",24,1905524,9471,47601,166,38286,5289528,0.254,3.9,"people tested",327999,276548,51451,9966,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",25,1915362,9838,47775,174,39764,5329292,0.25,4,"people tested",344034,278451,65583,16035,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",26,1922264,6902,47931,156,35310,5364602,0.238,4.2,"people tested",366384,281023,85361,22350,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",31,1961635,8891,48700,161,38421,5573707,0.197,5.1,"people tested",444018,297717,146301,47456,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",34,1980347,3658,49171,61,20122,5659103,0.202,5,"people tested",501152,319316,181836,29769,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",35,1985501,5154,49398,227,39817,5698920,0.201,5,"people tested",511582,322318,189264,10430,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",36,1993295,7794,49566,168,41656,5740576,0.199,5,"people tested",513178,322975,190203,1596,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",37,2001034,7739,49674,108,41391,5781967,0.196,5.1,"people tested",535303,337772,197531,22125,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",38,2008345,7311,49874,200,39590,5821557,0.188,5.3,"people tested",572928,362649,210279,37625,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",39,2015496,7151,50029,155,40683,5862240,0.181,5.5,"people tested",591632,368023,223609,18704,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",40,2021553,6057,50188,159,32990,5895230,0.175,5.7,"people tested",606245,371629,234616,14613,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",41,2025798,4245,50236,48,21968,5917198,0.176,5.7,"people tested",609605,372122,237483,3360,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",42,2029057,3259,50327,91,29652,5946850,0.176,5.7,"people tested",609791,372181,237610,186,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",43,2033060,4003,50432,105,30857,5977707,0.168,6,"people tested",611169,373253,237916,1378,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",44,2039124,6064,50616,184,44445,6022152,0.159,6.3,"people tested",612322,374002,238320,1153,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,79.17
"Argentina",45,2046795,7671,50857,241,45288,6067440,0.156,6.4,"people tested",635583,392399,243184,23261,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",46,2054681,7886,51000,143,43037,6110477,0.158,6.3,"people tested",668654,414958,253696,33071,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",47,2060625,5944,51122,122,30978,6141455,0.159,6.3,"people tested",707148,445614,261534,38494,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",48,2064334,3709,51198,76,21819,6163274,0.157,6.4,"people tested",720267,456929,263338,13119,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",49,2069751,5417,51359,161,39782,6203056,0.159,6.3,"people tested",722234,458822,263412,1967,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",50,2077228,7477,51510,151,39318,6242374,0.167,6,"people tested",746615,481689,264926,24381,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",51,2085411,8183,51650,140,37953,6280327,0.179,5.6,"people tested",780455,513394,267061,33840,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",52,2093645,8234,51795,145,33343,6313670,0.19,5.3,"people tested",829832,558831,271001,49377,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",53,2098728,5083,51887,92,35520,6349190,0.185,5.4,"people tested",903915,620635,283280,74083,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",54,2104197,5469,51946,59,27224,6376414,0.185,5.4,"people tested",984895,694470,290425,80980,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",55,2107365,3168,51965,19,22141,6398555,0.183,5.5,"people tested",1025003,731571,293432,40108,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Argentina",56,2112023,4658,52077,112,33096,6431651,0.185,5.4,"people tested",1049169,755212,293957,24166,45195777,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,16.2,27.7,5,76.67,0.845,77.31
"Austria",16,398096,1671,7237,38,610150,8488882,0.008,121.4,"tests performed",127354,86888,2007,29965,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",17,399798,1702,7288,51,46353,8535235,0.009,109.6,"tests performed",152843,105038,3214,25489,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",18,401886,2088,7330,42,58656,8593891,0.01,102.2,"tests performed",163692,121216,3540,10849,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",19,403512,1626,7389,59,89237,8683128,0.01,104,"tests performed",168700,132105,4243,5008,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",20,404714,1202,7418,29,51994,8735122,0.01,104.6,"tests performed",171416,135249,4289,2716,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",21,405723,1009,7451,33,67705,8802827,0.01,102.5,"tests performed",177179,137044,4306,5763,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",22,407140,1417,7515,64,103256,8906083,0.01,95.9,"tests performed",187606,146587,4346,10427,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",23,408781,1641,7564,49,91061,8997144,0.021,47.6,"tests performed",191749,153859,5126,4143,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",24,410230,1449,7607,43,92444,9089588,0.019,53.1,"tests performed",198091,163806,5633,6342,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",25,411730,1500,7658,51,71028,9160616,0.017,57.6,"tests performed",208878,174262,7157,10787,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",26,413208,1478,7703,45,125459,9286075,0.016,62.2,"tests performed",220647,183628,13551,11769,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",27,414398,1190,7721,18,69704,9355779,0.016,64.1,"tests performed",224792,185291,15207,4145,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",28,415522,1124,7778,57,126053,9481832,0.014,69.3,"tests performed",227802,186479,15866,3010,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",29,416763,1241,7847,69,81397,9563229,0.015,68.3,"tests performed",241258,189926,19062,13456,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",30,418283,1520,7902,55,181897,9745126,0.013,78.7,"tests performed",252707,194287,28233,11449,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",31,419801,1518,7936,34,108302,9853428,0.013,79.8,"tests performed",262079,198912,39329,9372,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",32,421189,1388,7973,37,87206,9940634,0.012,82.5,"tests performed",277431,202160,50669,15352,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",33,422522,1333,7994,21,159889,10100523,0.011,87.4,"tests performed",284578,208144,62123,7147,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",34,423839,1317,8012,18,212647,10313170,0.01,101.4,"tests performed",289954,210239,66621,5376,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,82.41
"Austria",35,424896,1057,8032,20,128988,10442158,0.01,102.4,"tests performed",298195,212062,71135,8241,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",36,426093,1197,8071,39,310611,10752769,0.008,127.5,"tests performed",311221,215592,78852,13026,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",37,427562,1469,8114,43,221201,10973970,0.008,132.4,"tests performed",329881,219286,90983,18660,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",38,429139,1577,8138,24,231481,11205451,0.007,144.8,"tests performed",343069,224467,106450,13188,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",39,430870,1731,8170,32,203715,11409166,0.007,151.7,"tests performed",365414,229317,122349,22345,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,79.63
"Austria",40,432303,1433,8195,25,214321,11623487,0.006,155.7,"tests performed",368766,236728,136564,3352,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,79.63
"Austria",41,433487,1184,8211,16,139545,11763032,0.007,150.3,"tests performed",374034,241795,141922,5268,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,79.63
"Austria",42,434712,1225,8221,10,157018,11920050,0.007,150.6,"tests performed",402986,242625,143889,28952,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",43,436139,1427,8260,39,291200,12211250,0.007,145.2,"tests performed",418055,247553,151477,15069,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",44,437874,1735,8290,30,206359,12417609,0.007,140,"tests performed",444836,253854,160094,26781,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",45,439841,1967,8312,22,274347,12691956,0.007,138.9,"tests performed",466029,266191,174350,21193,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",46,441659,1818,8348,36,200765,12892721,0.007,137.5,"tests performed",486888,277204,184366,20859,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",47,443536,1877,8368,20,236088,13128809,0.007,134,"tests performed",498476,288601,193620,11588,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",48,445374,1838,8386,18,198975,13327784,0.008,131.6,"tests performed",508066,298199,195539,9590,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",49,446644,1270,8397,11,93176,13420960,0.008,125.8,"tests performed",519338,305333,197941,11272,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",50,448371,1727,8434,37,258396,13679356,0.008,120,"tests performed",535870,312624,201848,16532,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",51,450376,2005,8470,36,261319,13940675,0.008,121.8,"tests performed",556506,323716,207148,20636,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Austria",52,452767,2391,8493,23,268901,14209576,0.009,117.4,"tests performed",582135,339470,211897,25629,9006400,106.749,44.4,19.202,13.748,45436.686,145.183,6.35,28.4,30.9,7.37,81.54,0.922,74.07
"Belgium",14,679771,932,20472,37,37505,7663858,0.054,18.5,"tests performed",134890,134781,109,10981,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",15,681250,1479,20554,82,63471,7727329,0.055,18.2,"tests performed",154104,153814,290,19214,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",16,684256,3006,20572,18,53464,7780793,0.055,18.2,"tests performed",175168,174455,713,21064,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",17,686827,2571,20620,48,45566,7826359,0.056,17.9,"tests performed",204980,204267,713,29812,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",18,689271,2444,20675,55,50760,7877119,0.056,17.9,"tests performed",234241,233496,745,29261,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",19,691854,2583,20726,51,38442,7915561,0.056,17.9,"tests performed",242436,241684,752,8195,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",20,693666,1812,20779,53,21688,7937249,0.056,17.9,"tests performed",244312,243560,752,1876,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",21,694858,1192,20814,35,44275,7981524,0.056,17.9,"tests performed",255550,254798,752,11238,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",22,696642,1784,20879,65,65076,8046600,0.056,17.9,"tests performed",267953,265715,2238,12403,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",23,699662,3020,20933,54,62221,8108821,0.055,18.2,"tests performed",284202,278671,5531,16249,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",24,702437,2775,20982,49,55853,8164674,0.055,18.2,"tests performed",306566,293948,12618,22364,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",25,705120,2683,21018,36,56280,8220954,0.055,18.2,"tests performed",326637,305625,21012,20071,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",26,707837,2717,21066,48,47101,8268055,0.055,18.2,"tests performed",331093,307209,23884,4456,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",27,710153,2316,21092,26,22130,8290185,0.055,18.2,"tests performed",331992,307780,24212,899,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",28,711417,1264,21124,32,45819,8336004,0.055,18.2,"tests performed",339635,311694,27941,7643,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",29,713271,1854,21173,49,68264,8404268,0.055,18.2,"tests performed",362783,321529,41254,23148,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",30,716395,3124,21216,43,60704,8464972,0.054,18.5,"tests performed",391691,331000,60691,28908,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",31,718847,2452,21260,44,54089,8519061,0.054,18.5,"tests performed",423824,339978,83846,32133,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",32,721432,2585,21295,35,57084,8576145,0.053,18.9,"tests performed",453202,347485,105717,29378,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",33,723870,2438,21352,57,42015,8618160,0.052,19.2,"tests performed",459553,348717,110836,6351,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",34,725610,1740,21389,37,19066,8637226,0.052,19.2,"tests performed",462671,349018,113653,3118,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",35,726483,873,21423,34,44897,8682123,0.051,19.6,"tests performed",472558,351299,121259,9887,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",36,728334,1851,21472,49,60755,8742878,0.05,20,"tests performed",499215,358935,140280,26657,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",37,730951,2617,21512,40,49925,8792803,0.05,20,"tests performed",523831,365384,158447,24616,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",38,733100,2149,21551,39,46286,8839089,0.05,20,"tests performed",558883,372998,185885,35052,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",39,735220,2120,21599,48,46451,8885540,0.05,20,"tests performed",592189,379182,213007,33306,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",40,737115,1895,21634,35,34156,8919696,0.051,19.6,"tests performed",600623,379774,220849,8434,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",41,738631,1516,21662,28,15970,8935666,0.051,19.6,"tests performed",602540,379847,222693,1917,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",42,739488,857,21702,40,38662,8974328,0.053,18.9,"tests performed",615914,381847,234067,13374,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",43,741205,1717,21750,48,49432,9023760,0.055,18.2,"tests performed",630318,386201,244117,14404,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",44,743882,2677,21793,43,43164,9066924,0.057,17.5,"tests performed",649552,393249,256303,19234,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",45,746302,2420,21821,28,40478,9107402,0.06,16.7,"tests performed",675989,404093,271896,26437,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",46,749739,3437,21859,38,41993,9149395,0.063,15.9,"tests performed",705877,421596,284281,29888,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",47,752379,2640,21887,28,33870,9183265,0.065,15.4,"tests performed",711373,425522,285851,5496,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",48,754473,2094,21903,16,17000,9200265,0.066,15.2,"tests performed",713425,427314,286111,2052,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",49,755594,1121,21923,20,40366,9240631,0.067,14.9,"tests performed",725441,436609,288832,12016,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",50,757696,2102,21956,33,54879,9295510,0.067,14.9,"tests performed",744568,448464,296104,19127,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",51,760809,3113,21988,32,49017,9344527,0.068,14.7,"tests performed",765824,462198,303626,21256,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",52,763885,3076,22006,18,41514,9386041,0.068,14.7,"tests performed",796011,484671,311340,30187,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",53,766654,2769,22034,28,47291,9433332,0.067,14.9,"tests performed",825990,508797,317193,29979,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",54,769414,2760,22052,18,37680,9471012,0.067,14.9,"tests performed",830135,512199,317936,4145,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",55,771511,2097,22077,25,15560,9486572,0.066,15.2,"tests performed",830955,512799,318156,820,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",56,772294,783,22106,29,43301,9529873,0.065,15.4,"tests performed",843435,522860,320575,12480,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",57,774344,2050,22141,35,57597,9587470,0.064,15.6,"tests performed",863889,537873,326016,20454,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",58,777608,3264,22169,28,51016,9638486,0.063,15.9,"tests performed",885068,555067,330001,21179,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",59,780251,2643,22196,27,46711,9685197,0.063,15.9,"tests performed",922995,587183,335812,37927,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Belgium",60,783010,2759,22215,19,51318,9736515,0.061,16.4,"tests performed",950613,611135,339478,27618,11589616,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,81.63,0.931,60.19
"Bulgaria",14,212383,570,8565,82,1194,1269647,0.069,14.5,"tests performed",19638,18524,1114,1185,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",15,212927,544,8614,49,7959,1277606,0.064,15.5,"tests performed",22226,19058,3168,2588,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",16,213409,482,8651,37,7920,1285526,0.066,15.2,"tests performed",24127,19834,4293,1901,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",17,213864,455,8741,90,8052,1293578,0.063,15.8,"tests performed",25251,20719,4532,1124,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",18,214430,566,8799,58,7672,1301250,0.063,15.8,"tests performed",26101,21496,4605,850,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",19,214696,266,8811,12,9786,1311036,0.063,15.9,"tests performed",26119,21509,4610,18,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",20,214817,121,8820,9,4479,1315515,0.064,15.7,"tests performed",26143,21533,4610,24,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",21,215589,772,8880,60,1207,1316722,0.068,14.7,"tests performed",26798,22129,4669,655,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",22,216416,827,8916,36,13539,1330261,0.066,15.1,"tests performed",29122,23667,5455,2324,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
