"date","approx_percentage_new_positive_tests","approx_percentage_total_positve_tests","tests_per_case","percentage_vaccinated","percentage_fully_vaccinated","percentage_new_vaccinated","population_density","percentage_population_over_65","gdp_per_capita","percentage_cardiovascular_death","diabetes_prevalence","hospital_beds_per_100","life_expectancy","human_development_index","stringency_index","percentage_avg_new_deaths_by_country","percentage_total_deaths","perecentage_new_deaths"
24,0.00717740913722734,1.22682670368714,41.2,2.30625344946269,0.190228053476102,0.205984134186219,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,52.31,4.85045439959225e-05,0.0119840064049461,7.21928096683498e-05
25,0.00808097434303641,1.23490767803018,41.7,2.4825482906728,0.256988354216908,0.243055141950917,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,52.31,4.85045439959225e-05,0.0121103438218657,0.000126337416919612
26,0.0053568508630109,1.24026452889319,41.2,2.60832621331748,0.320481930320222,0.189271498747996,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,52.31,4.85045439959225e-05,0.0121103438218657,0
29,0.00884316797931243,1.31133907193977,40.3,2.63088646633884,0.328531428598243,0.00384426711483963,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0123449704532878,0.000126337416919612
30,0.00864223734180299,1.11016705777121,46.6,2.70634600064468,0.422706948810605,0.169635054518205,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0123630186557049,1.80482024170875e-05
31,0.00734412038295398,1.11751117815417,47.3,2.88092626262517,0.61892700548918,0.370800318659062,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0124171632629562,5.41446072512624e-05
32,0.00712961749722689,1.17785561365874,46.3,2.97138385313961,0.770062652529871,0.241593237555133,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0124171632629562,0
33,0.00508345669279685,1.07586128729165,49,3.0536475597567,0.878045047591305,0.190246101678519,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0124171632629562,0
34,0.00341376334258484,1.13306811499881,48.6,3.07424055871459,0.898457564525031,0.0410055158916227,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0124171632629562,0
35,0.00528305176332742,1.13835116676214,46.9,3.07976330865422,0.902319879842288,0.00938506525688548,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0124171632629562,0
36,0.00868450623186381,1.20124287141125,45.4,3.13240991510487,0.972238616006084,0.122565342614441,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0126878862992125,0.000270723036256312
37,0.00893082809845222,1.31937759691073,42.4,3.21267027125365,1.00654824880097,0.114569988943671,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0126878862992125,0
38,0.00777000381538999,1.27217353418817,43.5,3.38194436172352,1.08563547179264,0.248361313461541,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0127781273112979,9.02410120854373e-05
39,0.00764713165333446,1.2798206658415,43.6,3.56524190547146,1.15151141061501,0.249173482570309,18.136,0.000383127240909933,40585.721,0.153507,5.76,0.328,81.91,0.938,55.09,4.85045439959225e-05,0.0128142237161321,3.60964048341749e-05
