"date","approx_percentage_new_positive_tests","approx_percentage_total_positve_tests","tests_per_case","percentage_vaccinated","percentage_fully_vaccinated","percentage_new_vaccinated","population_density","percentage_population_over_65","gdp_per_capita","percentage_cardiovascular_death","diabetes_prevalence","hospital_beds_per_100","life_expectancy","human_development_index","stringency_index","percentage_avg_new_deaths_by_country","percentage_total_deaths","perecentage_new_deaths"
39,0.0162927235436178,2.34770925611037,5.5,0.814286255107418,0.494756401687706,0.0413843974847473,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,79.17,0.000315164791769347,0.110693970368072,0.000342952395751488
40,0.0127738704436921,2.28265851032941,5.7,0.822264876649869,0.519110446978265,0.0323326668330096,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,79.17,0.000315164791769347,0.11104577314823,0.000351802780157978
41,0.008554710764238,2.30425698400981,5.7,0.823355686527969,0.525453960001617,0.00743432290145161,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,79.17,0.000315164791769347,0.111151977761108,0.00010620461287788
42,0.0115469903305346,2.31580397434035,5.7,0.823486229697965,0.525734959706523,0.000411542874901786,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,79.17,0.000315164791769347,0.111353324006356,0.000201346245247648
43,0.0114700450885046,2.22201020241338,6,0.825858132718904,0.526412014113619,0.00304895742803581,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,79.17,0.000315164791769347,0.111585646597026,0.000232322590670363
44,0.0156358745641213,2.11860981613393,6.3,0.82751536719902,0.527305902938675,0.00255112330517075,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,79.17,0.000315164791769347,0.111992764279725,0.000407117682698541
45,0.0156318321510437,2.09426787816924,6.4,0.868220497680569,0.538067970376967,0.051467197919841,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.112525999940216,0.000533235660491023
46,0.0150453127512334,2.13616277910213,6.3,0.918134453137071,0.561326780597223,0.0731727656767578,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.112842401182748,0.000316401242532018
47,0.0108981465237338,2.16058094321511,6.3,0.98596379922841,0.57866910884174,0.0851716743358566,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.113112337907146,0.000269936724397945
48,0.00757943159158432,2.14098325602412,6.4,1.01099932411827,0.582660632209067,0.0290270482571856,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.113280495210869,0.00016815730372331
49,0.0139954182002447,2.18225234627563,6.3,1.01518776853864,0.582824364320587,0.00435217653189146,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.11363672318323,0.000356227972361223
50,0.0145281405384401,2.30657934700404,6,1.06578320359444,0.586174234818443,0.0539453055536583,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.113970825194575,0.000334102011344998
51,0.0150314641122333,2.48735303964351,5.6,1.13593356299638,0.590898127495407,0.0748742520789055,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.114280588648802,0.00030976345422715
52,0.0140171724451158,2.65422430949688,5.3,1.23646729206581,0.5996157561358,0.109251357709814,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.114601415083538,0.000320826434735263
53,0.0145394115029818,2.59891571285521,5.4,1.37321458153048,0.626784223667623,0.1639157569965,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.114804973924887,0.00020355884134927
54,0.0111436075100556,2.61005932036526,5.4,1.53658161469378,0.642593222813716,0.17917603230939,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.114935517094883,0.000130543169995728
55,0.00896500352234236,2.59080746637014,5.5,1.61867114266008,0.649246499291294,0.0887428044438754,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.114977556420813,4.20393259308276e-05
56,0.0135471949071702,2.63266949697535,5.4,1.67097912709853,0.650408112244646,0.0534695973918094,16.177,2.47766511459688e-05,18933.907,0.191032,5.5,0.5,76.67,0.845,77.31,0.000315164791769347,0.115225367184195,0.00024781076338172
16,0.054197015455676,0.754031089003375,121.4,0.964736187599929,0.022284153490851,0.332707852193995,106.749,0.000213203943862142,45436.686,0.145183,6.35,0.737,81.54,0.922,82.41,0.000388312455287051,0.0803539705098597,0.000421922188665838
17,0.00463200612897495,0.852916981257772,109.6,1.16625954876532,0.0356857345887369,0.283009859655356,106.749,0.000213203943862142,45436.686,0.145183,6.35,0.737,81.54,0.922,82.41,0.000388312455287051,0.0809202344999112,0.000566263990051519
18,0.00651270207852194,0.95419823680938,102.2,1.34588736898206,0.0393053828388701,0.120458784864097,106.749,0.000213203943862142,45436.686,0.145183,6.35,0.737,81.54,0.922,82.41,0.000388312455287051,0.0813865695505418,0.000466335050630663
19,0.00990817640788772,0.964106413217268,104,1.4667902824658,0.0471109433291881,0.0556049031799609,106.749,0.000213203943862142,45436.686,0.145183,6.35,0.737,81.54,0.922,82.41,0.000388312455287051,0.082041659264523,0.000655089713981169
20,0.00577300586249778,0.969879419079766,104.6,1.50169879197015,0.0476216912417836,0.0301563332741162,106.749,0.000213203943862142,45436.686,0.145183,6.35,0.737,81.54,0.922,82.41,0.000388312455287051,0.082363652513768,0.000321993249244981
21,0.00751743204832119,0.977396851128087,102.5,1.52162906377687,0.0478104459051341,0.0639878308758216,106.749,0.000213203943862142,45436.686,0.145183,6.35,0.737,81.54,0.922,82.41,0.000388312455287051,0.0827300586249778,0.000366406111209806
22,0.0114647361875999,0.988861587315687,95.9,1.62758704920945,0.0482545745247824,0.115773227926808,106.749,0.000213203943862142,45436.686,0.145183,6.35,0.737,81.54,0.922,82.41,0.000388312455287051,0.083440664416415,0.0007106057914372
